Age,Height,Weight,IR,PAC,SHO,PAS,DRI,DEF,PHY,Hits,Joined_Year,Contract_End,Best Position_CB,BMI,OVA
0.4800000000000001,0.9500000000000002,1.0,4,0.84,0.89,0.74,0.88,0.48,0.85,0.011310870341707345,2018,2024,0,0.5251919143455972,89
0.7200000000000001,0.7999999999999998,0.9250000000000003,5,0.87,0.87,0.91,0.89,0.57,0.86,0.013930229789260626,2011,2023,0,0.5813800370479747,89
0.64,0.5999999999999996,0.6499999999999999,4,0.74,0.85,0.81,0.86,0.4,0.76,0.025598285510179786,2009,2022,0,0.499655953250548,89
0.7200000000000001,0.5750000000000002,0.6750000000000003,4,0.71,0.7,0.76,0.73,0.88,0.85,0.02512203833789737,2005,2021,1,0.5434841682419662,89
0.64,0.2999999999999998,0.375,4,0.78,0.9,0.77,0.88,0.33,0.73,0.01821645433980236,2011,2021,0,0.4776178622740488,89
0.36,0.22499999999999964,0.3500000000000001,3,0.93,0.81,0.79,0.9,0.45,0.67,0.024288605786403145,2015,2023,0,0.5161730103806232,88
0.5199999999999999,0.17499999999999982,0.375,3,0.77,0.66,0.76,0.81,0.86,0.82,0.023931420407191335,2016,2023,0,0.5895337301587305,88
0.36,0.375,0.4500000000000002,3,0.71,0.72,0.86,0.84,0.81,0.79,0.04024288605786403,2015,2023,0,0.4917129390495869,88
0.4,0.39999999999999947,0.5,3,0.85,0.85,0.84,0.92,0.43,0.63,0.048458149779735685,2015,2022,0,0.5212462893804461,88
0.4,0.6749999999999998,0.7749999999999999,2,0.86,0.82,0.93,0.88,0.63,0.86,0.012144302893201571,2017,2024,0,0.5523596650067906,88
0.4,0.6749999999999998,0.8500000000000001,3,0.68,0.91,0.8,0.8,0.47,0.83,0.039409453506369804,2010,2024,0,0.619593141693074,88
0.7600000000000001,0.7999999999999998,0.9250000000000003,3,0.88,0.85,0.73,0.89,0.53,0.89,0.010120252411001309,2012,2021,0,0.5813800370479747,88
0.5199999999999999,0.6499999999999995,0.8500000000000001,3,0.75,0.28,0.55,0.68,0.89,0.86,0.020478628408143826,2014,2023,1,0.6409827275586946,88
0.5199999999999999,0.34999999999999964,0.4750000000000001,4,0.88,0.82,0.83,0.92,0.35,0.66,0.029170139302297893,2019,2024,0,0.5389722448979593,88
0.5599999999999999,0.5499999999999998,0.5250000000000001,4,0.54,0.81,0.91,0.81,0.71,0.69,0.019049886891296584,2014,2023,0,0.42259323957120243,88
0.5199999999999999,0.375,0.4500000000000002,4,0.79,0.85,0.84,0.88,0.57,0.72,0.047029408262888435,2019,2024,0,0.4917129390495869,87
0.16000000000000003,0.47499999999999964,0.5250000000000001,3,0.83,0.74,0.81,0.91,0.37,0.64,0.1308489105845934,2017,2023,0,0.4830123456790123,87
0.19999999999999996,0.47499999999999964,0.3500000000000001,2,0.8,0.66,0.87,0.8,0.8,0.71,0.05143469460650077,2015,2024,0,0.31187962962962956,87
0.36,0.2999999999999998,0.2250000000000001,2,0.81,0.77,0.83,0.92,0.51,0.67,0.02869389213001548,2017,2025,0,0.31882204550770155,87
0.4,0.4249999999999998,0.2250000000000001,3,0.82,0.62,0.8,0.8,0.81,0.76,0.024407667579473748,2017,2024,0,0.2250000000000001,87
0.4,0.7000000000000002,0.75,2,0.63,0.5,0.72,0.68,0.88,0.81,0.020954875580426243,2018,2024,1,0.5098436493939142,87
0.36,0.4500000000000002,0.3500000000000001,2,0.77,0.83,0.88,0.85,0.68,0.75,0.17847362781283485,2020,2025,0,0.33078009425423693,87
0.4,0.6749999999999998,0.5750000000000002,3,0.67,0.69,0.79,0.77,0.85,0.83,0.023455173234908918,2018,2023,0,0.3730703938433684,87
0.44000000000000006,0.5499999999999998,0.5750000000000002,3,0.88,0.86,0.8,0.87,0.43,0.69,0.05453030122633647,2015,2023,0,0.4698983248230759,87
0.4800000000000001,0.5,0.5250000000000001,3,0.77,0.8,0.81,0.9,0.61,0.78,0.020478628408143826,2015,2023,0,0.4625385366747048,87
0.68,0.5999999999999996,0.625,3,0.9,0.81,0.75,0.9,0.53,0.82,0.013811167996190022,2019,2023,0,0.4765120525931337,87
0.7600000000000001,0.6499999999999995,0.75,4,0.66,0.46,0.58,0.6,0.9,0.79,0.015358971306107869,2005,2021,1,0.5503767622751579,87
0.6,0.7000000000000002,0.5250000000000001,4,0.42,0.62,0.8,0.8,0.83,0.77,0.01404929158233123,2008,2023,0,0.31027196886985275,87
0.6,0.6499999999999995,0.625,3,0.93,0.86,0.75,0.8,0.38,0.69,0.02476485295868556,2018,2023,0,0.43711930567073676,87
0.5599999999999999,0.8499999999999996,0.875,3,0.86,0.82,0.73,0.88,0.49,0.87,0.009882128824860103,2017,2024,0,0.4997928994082843,87
0.64,0.47499999999999964,0.3500000000000001,4,0.83,0.81,0.85,0.88,0.48,0.68,0.022145493511132278,2015,2021,0,0.31187962962962956,87
0.7200000000000001,0.27499999999999947,0.27500000000000013,4,0.73,0.76,0.89,0.88,0.71,0.66,0.019526134063579,2012,2021,0,0.39212412114656603,87
0.68,0.5249999999999995,0.7000000000000002,5,0.7,0.9,0.82,0.83,0.51,0.83,0.024050482200261937,2020,2022,0,0.6097935032000967,87
0.68,0.6749999999999998,0.6750000000000003,4,0.89,0.82,0.68,0.9,0.63,0.84,0.007619954756518633,2012,2022,0,0.46271502942507947,87
0.5599999999999999,0.5999999999999996,0.75,3,0.84,0.88,0.67,0.83,0.39,0.77,0.03988570067865222,2016,2025,0,0.5922315558802045,87
0.5599999999999999,0.625,0.5,4,0.68,0.82,0.82,0.78,0.56,0.71,0.014882724133825456,2008,2023,0,0.34217828650711035,86
0.5199999999999999,0.7750000000000004,0.6750000000000003,4,0.88,0.81,0.78,0.89,0.58,0.82,0.037147279438028334,2011,2023,0,0.3869411892361112,86
0.4800000000000001,0.2999999999999998,0.4500000000000002,3,0.8,0.54,0.78,0.8,0.82,0.8,0.014644600547684248,2013,2022,0,0.5570157706572223,86
0.44000000000000006,0.75,0.6499999999999999,3,0.82,0.49,0.64,0.64,0.87,0.82,0.01821645433980236,2011,2022,1,0.3837264603492232,86
0.44000000000000006,0.09999999999999964,0.125,3,0.64,0.6,0.85,0.9,0.79,0.67,0.017144898202166928,2012,2024,0,0.370674931129477,86
0.44000000000000006,0.75,0.7250000000000001,4,0.73,0.81,0.86,0.85,0.66,0.85,0.06393618287891416,2016,2021,0,0.44886447739919455,86
0.68,0.4500000000000002,0.4750000000000001,3,0.88,0.85,0.66,0.78,0.55,0.75,0.021550184545779262,2012,2023,0,0.4543873474610658,86
0.68,0.8250000000000002,0.75,4,0.57,0.61,0.71,0.67,0.86,0.8,0.020716751994285035,2008,2022,1,0.41393878201721757,86
0.6,0.75,0.9750000000000001,4,0.58,0.58,0.77,0.72,0.89,0.77,0.011906179307060364,2019,2022,1,0.6659912008990985,86
0.6,0.5499999999999998,0.6000000000000001,3,0.8,0.86,0.85,0.85,0.51,0.87,0.005238718895106561,2014,2023,0,0.493550867449013,86
0.7200000000000001,0.2999999999999998,0.30000000000000004,4,0.64,0.74,0.88,0.88,0.52,0.55,0.012144302893201571,2020,2022,0,0.3982199538908753,86
0.64,0.14999999999999947,0.3250000000000002,3,0.9,0.79,0.84,0.88,0.39,0.55,0.04476723419454697,2014,2022,0,0.556327763634408,86
0.6,0.22499999999999964,0.3250000000000002,3,0.88,0.69,0.81,0.83,0.78,0.72,0.011668055720919156,2012,2024,0,0.4887647058823532,86
0.5599999999999999,0.5249999999999995,0.625,2,0.65,0.74,0.84,0.79,0.81,0.82,0.022978926062626505,2011,2023,0,0.538053978988045,86
0.31999999999999995,0.75,0.6750000000000003,2,0.65,0.68,0.77,0.77,0.82,0.79,0.019049886891296584,2019,2024,0,0.4054391326992135,85
0.36,0.75,0.5250000000000001,2,0.69,0.79,0.8,0.83,0.79,0.85,0.04786284081438266,2015,2024,0,0.275163098599271,85
0.4,0.375,0.5750000000000002,3,0.86,0.83,0.81,0.84,0.32,0.8,0.049172520538159306,2017,2021,0,0.6195699896694216,85
0.19999999999999996,0.6749999999999998,0.7000000000000002,3,0.84,0.81,0.79,0.85,0.45,0.67,0.07048458149779736,2020,2025,0,0.48512618832050736,85
0.16000000000000003,0.7000000000000002,0.8500000000000001,3,0.72,0.59,0.66,0.69,0.85,0.84,0.044410048815335154,2019,2024,1,0.5985421740712749,85
0.36,0.6749999999999998,0.625,1,0.69,0.41,0.59,0.66,0.87,0.81,0.02905107750922729,2017,2023,1,0.4178927116342239,85
0.24,0.625,0.375,2,0.91,0.83,0.78,0.86,0.45,0.78,0.3808786760328611,2014,2023,0,0.22769973407330313,85
0.19999999999999996,0.875,0.875,3,0.89,0.81,0.76,0.89,0.5,0.83,0.03155137516370996,2015,2021,0,0.4807111620158271,85
0.31999999999999995,0.34999999999999964,0.5,3,0.82,0.83,0.78,0.86,0.43,0.7,0.035480414335039887,2017,2023,0,0.5648367346938776,85
0.31999999999999995,0.5750000000000002,0.5,2,0.93,0.81,0.79,0.86,0.38,0.67,0.03667103226574592,2020,2025,0,0.37971112948960317,85
0.44000000000000006,0.5,0.25,3,0.8,0.76,0.87,0.84,0.5,0.66,0.02547922371710918,2020,2025,0,0.19657901162968172,85
0.36,0.625,0.6499999999999999,2,0.74,0.45,0.67,0.65,0.87,0.81,0.03143231337063936,2018,2023,1,0.47955254942767955,85
0.4,0.5499999999999998,0.5,3,0.72,0.41,0.73,0.7,0.87,0.78,0.025002976544826767,2013,2024,1,0.39894069694526557,85
0.5199999999999999,0.4500000000000002,0.30000000000000004,3,0.83,0.79,0.81,0.9,0.38,0.59,0.013215859030837005,2018,2023,0,0.2813371929715054,85
0.4,0.34999999999999964,0.375,3,0.83,0.66,0.79,0.82,0.81,0.76,0.024050482200261937,2018,2023,0,0.43551428571428596,85
0.31999999999999995,0.47499999999999964,0.5250000000000001,3,0.91,0.85,0.69,0.84,0.35,0.71,0.04000476247172282,2020,2025,0,0.4830123456790123,85
0.6,0.5249999999999995,0.4750000000000001,2,0.5,0.83,0.9,0.81,0.71,0.69,0.008215263721871651,2020,2024,0,0.39457493056394166,85
0.44000000000000006,0.5,0.5,3,0.73,0.85,0.65,0.78,0.36,0.68,0.01881176330515538,2020,2024,0,0.4383603980342483,85
0.28,0.47499999999999964,0.4750000000000001,3,0.8,0.64,0.84,0.87,0.76,0.77,0.08179545183950471,2019,2024,0,0.43411728395061755,85
0.5199999999999999,0.04999999999999982,0.10000000000000009,3,0.88,0.78,0.83,0.91,0.36,0.44,0.013692106203119418,2010,2022,0,0.38396345364898976,85
0.6,0.625,0.6499999999999999,3,0.63,0.55,0.72,0.67,0.87,0.79,0.007381831170377427,2015,2023,1,0.47955254942767955,85
0.7600000000000001,0.5499999999999998,0.6000000000000001,4,0.59,0.54,0.72,0.71,0.86,0.78,0.017025836409096322,2020,2021,1,0.493550867449013,85
0.4800000000000001,0.375,0.5,3,0.67,0.75,0.85,0.81,0.77,0.8,0.014525538754613643,2011,2024,0,0.542855759297521,85
0.4800000000000001,0.7249999999999996,0.6750000000000003,3,0.85,0.83,0.8,0.86,0.56,0.84,0.008334325514942254,2018,2023,0,0.4242299168975072,85
0.44000000000000006,0.75,0.9750000000000001,3,0.81,0.83,0.76,0.75,0.38,0.84,0.026550779854744615,2019,2024,0,0.6659912008990985,85
0.5199999999999999,0.47499999999999964,0.625,3,0.81,0.65,0.77,0.8,0.81,0.81,0.013334920823907607,2015,2023,0,0.5808024691358027,85
0.5199999999999999,0.3250000000000002,0.375,3,0.64,0.72,0.85,0.9,0.7,0.62,0.020716751994285035,2020,2024,0,0.4563845950587926,85
0.5599999999999999,0.5499999999999998,0.375,3,0.92,0.63,0.76,0.77,0.8,0.82,0.015358971306107869,2017,2024,0,0.28067798381558107,85
0.4800000000000001,0.5,0.5250000000000001,3,0.72,0.81,0.88,0.81,0.53,0.63,0.01988331944279081,2020,2024,0,0.4625385366747048,85
0.5599999999999999,0.75,0.7749999999999999,2,0.84,0.85,0.82,0.86,0.43,0.84,0.007143707584236219,2015,2023,0,0.49228982209917493,85
0.68,0.7249999999999996,0.75,3,0.6,0.58,0.69,0.7,0.87,0.77,0.01047743779021312,2018,2024,1,0.4900554016620502,85
0.68,0.20000000000000018,0.15000000000000013,3,0.86,0.82,0.8,0.89,0.35,0.51,0.016192403857602098,2013,2022,0,0.31675098911102584,85
0.44000000000000006,0.5499999999999998,0.4750000000000001,2,0.74,0.76,0.86,0.85,0.58,0.59,0.032980116680557205,2016,2025,0,0.3752881543193287,85
0.7200000000000001,0.6499999999999995,0.5750000000000002,3,0.57,0.48,0.64,0.61,0.87,0.79,0.008810572687224669,2020,2023,1,0.3918163230289684,85
0.5199999999999999,0.34999999999999964,0.3500000000000001,3,0.76,0.75,0.81,0.86,0.78,0.79,0.01750208358137874,2016,2021,0,0.4096497959183676,85
0.5599999999999999,0.4249999999999998,0.42500000000000004,3,0.67,0.68,0.87,0.85,0.75,0.67,0.02083581378735564,2020,2024,0,0.42500000000000004,85
0.6,0.47499999999999964,0.40000000000000013,4,0.8,0.86,0.84,0.85,0.45,0.63,0.023336111441838316,2012,2023,0,0.36077469135802476,85
0.28,0.5499999999999998,0.4750000000000001,1,0.71,0.62,0.68,0.74,0.87,0.84,0.03131325157756876,2017,2024,1,0.3752881543193287,84
0.36,0.5999999999999996,0.6000000000000001,2,0.67,0.45,0.53,0.54,0.86,0.83,0.025360161924038577,2013,2023,1,0.45336815193571955,84
0.31999999999999995,0.7249999999999996,0.9500000000000002,3,0.84,0.8,0.87,0.86,0.63,0.82,0.021550184545779262,2015,2022,0,0.6655900277008315,84
0.31999999999999995,0.5999999999999996,0.7000000000000002,3,0.81,0.78,0.82,0.87,0.51,0.66,0.0292892010953685,2019,2024,0,0.545943754565376,84
0.28,0.5,0.6000000000000001,1,0.81,0.82,0.8,0.84,0.41,0.63,0.047743779021312056,2014,2024,0,0.5350729525960749,84
0.24,0.3250000000000002,0.6499999999999999,1,0.83,0.82,0.71,0.85,0.48,0.82,0.052268127157995,2018,2023,0,0.7441736028537458,84
0.12,0.8250000000000002,0.8250000000000002,2,0.84,0.87,0.63,0.76,0.43,0.85,0.20228598642695558,2020,2024,0,0.47707779785311955,84
0.44000000000000006,0.5,0.40000000000000013,3,0.85,0.74,0.83,0.81,0.79,0.76,0.2737230622693178,2020,2024,0,0.3416478434724215,84
0.31999999999999995,0.4500000000000002,0.5,3,0.93,0.76,0.77,0.87,0.29,0.59,0.02024050482200262,2015,2023,0,0.47910879810243134,84
0.31999999999999995,0.25,0.3500000000000001,3,0.85,0.65,0.79,0.84,0.77,0.71,0.03798071198952256,2016,2023,0,0.4941187031907255,84
0.28,0.25,0.4500000000000002,2,0.66,0.73,0.82,0.87,0.75,0.71,0.03155137516370996,2020,2024,0,0.6024734106220722,84
0.31999999999999995,0.8499999999999996,1.0,2,0.69,0.42,0.59,0.49,0.85,0.81,0.025002976544826767,2017,2022,1,0.6039480604865224,84
0.4,0.22499999999999964,0.40000000000000013,3,0.74,0.78,0.84,0.87,0.73,0.57,0.024050482200261937,2016,2023,0,0.5709896193771631,84
0.31999999999999995,0.5750000000000002,0.5250000000000001,3,0.89,0.83,0.74,0.87,0.41,0.72,0.078104536254316,2015,2024,0,0.40310727788279777,84
0.6,0.7249999999999996,0.7250000000000001,3,0.62,0.41,0.58,0.61,0.86,0.86,0.010239314204071913,2019,2022,1,0.4681135734072026,84
0.36,0.7000000000000002,0.5250000000000001,3,0.78,0.78,0.8,0.82,0.77,0.85,0.03071794261221574,2018,2022,0,0.31027196886985275,84
0.36,0.5750000000000002,0.5,3,0.68,0.79,0.79,0.81,0.78,0.79,0.023693296821050126,2013,2026,0,0.37971112948960317,84
0.44000000000000006,0.5999999999999996,0.55,2,0.71,0.74,0.82,0.81,0.82,0.86,0.03024169543993333,2020,2024,0,0.4070803506208911,84
0.5199999999999999,0.22499999999999964,0.3250000000000002,2,0.84,0.83,0.77,0.87,0.39,0.63,0.013334920823907607,2019,2024,0,0.4887647058823532,84
0.44000000000000006,0.27499999999999947,0.25,3,0.82,0.56,0.73,0.76,0.82,0.79,0.02024050482200262,2018,2022,0,0.3653495132504061,84
0.5199999999999999,0.6749999999999998,0.6499999999999999,3,0.78,0.82,0.76,0.82,0.49,0.83,0.03000357185379212,2019,2024,0,0.4403038705296518,84
0.44000000000000006,0.5,0.3250000000000002,2,0.63,0.74,0.8,0.81,0.79,0.78,0.021550184545779262,2016,2022,0,0.26911342755105183,84
0.4,0.4249999999999998,0.4750000000000001,2,0.78,0.69,0.8,0.79,0.8,0.76,0.023217049648767713,2018,2023,0,0.4750000000000001,84
0.5199999999999999,0.6499999999999995,0.75,3,0.85,0.82,0.72,0.88,0.47,0.82,0.007024645791165615,2015,2023,0,0.5503767622751579,84
0.64,0.7249999999999996,0.6000000000000001,3,0.7,0.86,0.84,0.85,0.43,0.68,0.019049886891296584,2017,2022,0,0.35840443213296425,84
0.68,0.4249999999999998,0.4500000000000002,3,0.88,0.78,0.75,0.83,0.47,0.63,0.01142993213477795,2020,2022,0,0.44999999999999996,84
0.5599999999999999,0.39999999999999947,0.42500000000000004,3,0.75,0.78,0.83,0.83,0.65,0.68,0.010001190617930705,2013,2023,0,0.4453964378052284,84
0.4800000000000001,0.375,0.6000000000000001,3,0.68,0.75,0.82,0.9,0.59,0.59,0.020002381235861413,2013,2022,0,0.6451413997933886,84
0.4800000000000001,0.47499999999999964,0.5750000000000002,4,0.77,0.7,0.81,0.79,0.83,0.76,0.03036075723300393,2010,2021,1,0.5319074074074075,84
0.5599999999999999,0.3250000000000002,0.27500000000000013,2,0.69,0.61,0.71,0.78,0.85,0.79,0.015597094892249077,2019,2023,0,0.35173404676971876,84
0.44000000000000006,0.2999999999999998,0.17500000000000004,3,0.84,0.68,0.78,0.88,0.77,0.6,0.02833670675080367,2015,2022,0,0.2658901065855861,84
0.64,0.375,0.30000000000000004,2,0.82,0.85,0.78,0.86,0.35,0.63,0.007619954756518633,2015,2023,0,0.33828447830578523,84
0.5199999999999999,0.27499999999999947,0.375,3,0.93,0.73,0.79,0.91,0.43,0.59,0.019645195856649603,2018,2022,0,0.4992225527312064,84
0.4800000000000001,0.7000000000000002,0.5750000000000002,3,0.68,0.41,0.62,0.68,0.86,0.75,0.011668055720919156,2018,2023,1,0.35462123120853306,84
0.7600000000000001,0.4500000000000002,0.30000000000000004,3,0.64,0.72,0.78,0.78,0.85,0.79,0.014287415168472437,2013,2021,1,0.2813371929715054,84
0.68,0.4500000000000002,0.5750000000000002,3,0.6,0.66,0.76,0.78,0.83,0.71,0.017025836409096322,2017,2022,0,0.5532731500265289,84
0.5599999999999999,0.4249999999999998,0.55,3,0.67,0.55,0.77,0.72,0.84,0.76,0.012858673651625192,2012,2022,0,0.5500000000000003,84
0.68,0.7750000000000004,0.625,3,0.84,0.8,0.76,0.82,0.51,0.84,0.003690915585188713,2017,2022,0,0.34396701388888906,84
0.68,0.7000000000000002,0.8500000000000001,2,0.82,0.77,0.83,0.89,0.54,0.79,0.005357780688177164,2011,2023,0,0.5985421740712749,84
0.6,0.625,0.6499999999999999,3,0.63,0.73,0.81,0.79,0.82,0.82,0.014406476961543041,2018,2022,0,0.47955254942767955,84
0.64,0.7249999999999996,0.7250000000000001,3,0.84,0.8,0.77,0.83,0.55,0.82,0.0055959042743183715,2018,2022,0,0.4681135734072026,84
0.68,0.5999999999999996,0.55,4,0.71,0.85,0.7,0.76,0.55,0.83,0.06262650315513753,2020,2021,0,0.4070803506208911,84
0.7200000000000001,0.27499999999999947,0.125,2,0.87,0.69,0.79,0.83,0.8,0.58,0.023574235027979524,2017,2021,0,0.23147647376960534,84
0.19999999999999996,0.5,0.4500000000000002,1,0.94,0.7,0.76,0.82,0.72,0.76,0.05453030122633647,2020,2025,0,0.3900041207533347,83
0.36,0.47499999999999964,0.4500000000000002,1,0.92,0.64,0.76,0.79,0.78,0.82,0.03345636385283962,2019,2025,0,0.40966975308641995,83
0.28,0.4249999999999998,0.30000000000000004,3,0.92,0.77,0.77,0.87,0.36,0.56,0.078104536254316,2017,2022,0,0.30000000000000004,83
0.44000000000000006,0.34999999999999964,0.40000000000000013,2,0.84,0.77,0.81,0.86,0.52,0.67,0.014287415168472437,2019,2024,0,0.46137877551020434,83
0.4800000000000001,0.39999999999999947,0.5,1,0.88,0.77,0.83,0.84,0.35,0.72,0.005953089653530183,2019,2023,0,0.5212462893804461,83
0.24,0.5499999999999998,0.42500000000000004,1,0.86,0.51,0.68,0.8,0.81,0.74,0.22609834504107632,2019,2024,0,0.327983069067455,83
0.28,0.7249999999999996,0.625,1,0.83,0.64,0.75,0.77,0.81,0.85,0.07631860935825695,2017,2022,0,0.38034626038781183,83
0.4,0.2999999999999998,0.5,3,0.79,0.82,0.81,0.87,0.38,0.79,0.018335516132872962,2019,2023,0,0.609947709579338,83
0.4800000000000001,0.27499999999999947,0.3500000000000001,2,0.76,0.74,0.82,0.86,0.78,0.82,0.02024050482200262,2020,2024,0,0.4724479448350465,83
0.24,0.4249999999999998,0.5750000000000002,2,0.87,0.79,0.78,0.85,0.39,0.72,0.03833789736873437,2020,2025,0,0.575,83
0.28,0.6749999999999998,0.55,2,0.82,0.3,0.66,0.69,0.83,0.8,0.03417073461126324,2015,2024,1,0.3506592349479405,83
0.19999999999999996,0.4249999999999998,0.3250000000000002,3,0.78,0.75,0.84,0.85,0.58,0.63,0.05905464936301941,2015,2023,0,0.3250000000000002,83
0.28,0.5750000000000002,0.4750000000000001,3,0.7,0.8,0.78,0.78,0.72,0.8,0.06048339087986665,2020,2025,0,0.35631498109640836,83
0.36,0.7000000000000002,0.55,1,0.82,0.83,0.79,0.84,0.49,0.82,0.009286819859507084,2019,2024,0,0.332446600039193,83
0.6,0.7249999999999996,0.625,1,0.79,0.8,0.81,0.86,0.46,0.82,0.005714966067388976,2018,2025,0,0.38034626038781183,83
0.44000000000000006,0.5999999999999996,0.7749999999999999,2,0.77,0.47,0.63,0.67,0.82,0.83,0.03202762233599238,2019,2024,1,0.6153754565376188,83
0.19999999999999996,0.5249999999999995,0.5750000000000002,1,0.86,0.74,0.78,0.79,0.77,0.8,0.060721514466007855,2016,2025,0,0.49022762951334364,83
0.4800000000000001,0.47499999999999964,0.55,1,0.76,0.84,0.76,0.8,0.46,0.73,0.009405881652577688,2018,2023,0,0.5074598765432099,83
0.28,0.34999999999999964,0.4500000000000002,2,0.85,0.82,0.72,0.87,0.42,0.71,0.0292892010953685,2016,2023,0,0.5131077551020411,83
0.44000000000000006,0.27499999999999947,0.27500000000000013,2,0.94,0.73,0.74,0.87,0.5,0.52,0.015120847719966662,2016,2024,0,0.39212412114656603,83
0.44000000000000006,0.3250000000000002,0.375,3,0.92,0.78,0.72,0.87,0.43,0.67,0.013573044410048815,2018,2024,0,0.4563845950587926,83
0.36,0.7999999999999998,0.5750000000000002,1,0.86,0.79,0.75,0.88,0.44,0.81,0.018454577925943565,2012,2022,0,0.2836700314102396,83
0.44000000000000006,0.5750000000000002,0.6750000000000003,2,0.88,0.76,0.79,0.83,0.68,0.8,0.010239314204071913,2019,2023,0,0.5434841682419662,83
0.36,0.27499999999999947,0.27500000000000013,2,0.84,0.61,0.78,0.8,0.79,0.7,0.023217049648767713,2012,2023,0,0.39212412114656603,83
0.31999999999999995,0.6749999999999998,0.625,3,0.72,0.8,0.79,0.83,0.71,0.79,0.024169543993332543,2015,2024,0,0.4178927116342239,83
0.4,0.5249999999999995,0.4750000000000001,2,0.86,0.65,0.79,0.83,0.77,0.7,0.01690677461602572,2019,2025,0,0.39457493056394166,83
0.36,0.6749999999999998,0.5750000000000002,2,0.7,0.4,0.56,0.69,0.85,0.78,0.04000476247172282,2015,2022,1,0.3730703938433684,83
0.44000000000000006,0.22499999999999964,0.30000000000000004,2,0.81,0.64,0.79,0.83,0.76,0.67,0.01654958923681391,2018,2021,0,0.4613564013840832,83
0.5599999999999999,0.27499999999999947,0.20000000000000018,2,0.88,0.77,0.79,0.82,0.47,0.64,0.010239314204071913,2011,2021,0,0.3118002974580858,83
0.4,0.5249999999999995,0.5,3,0.66,0.62,0.69,0.69,0.83,0.79,0.024526729372544354,2016,2023,1,0.4184881053012921,83
0.4800000000000001,0.47499999999999964,0.3250000000000002,2,0.55,0.65,0.84,0.8,0.72,0.73,0.013215859030837005,2018,2023,0,0.28743209876543196,83
0.4800000000000001,0.14999999999999947,0.27500000000000013,1,0.9,0.79,0.81,0.82,0.59,0.79,0.01797833075366115,2019,2024,0,0.49952400588045487,83
0.4,0.4249999999999998,0.5250000000000001,3,0.8,0.83,0.8,0.8,0.65,0.78,0.0260745326824622,2014,2022,0,0.5249999999999999,83
0.5199999999999999,0.7000000000000002,0.8250000000000002,2,0.75,0.81,0.59,0.78,0.37,0.83,0.014406476961543041,2020,2023,0,0.5763675429019348,83
0.4,0.375,0.625,3,0.75,0.69,0.83,0.88,0.69,0.7,0.015835218478390287,2019,2024,0,0.6707128099173556,83
0.4,0.39999999999999947,0.3500000000000001,2,0.92,0.57,0.69,0.82,0.77,0.76,0.026669841647815218,2020,2023,0,0.3695465862300107,83
0.64,0.5499999999999998,0.5250000000000001,2,0.66,0.62,0.74,0.73,0.82,0.82,0.011310870341707345,2019,2022,0,0.42259323957120243,83
0.6,0.5,0.5250000000000001,3,0.66,0.8,0.84,0.84,0.41,0.73,0.011072746755566139,2018,2023,0,0.4625385366747048,83
0.68,0.47499999999999964,0.5,3,0.75,0.66,0.75,0.77,0.82,0.79,0.008691510894154066,2020,2021,0,0.4585648148148147,83
